date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:39:17	5314/5314	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/index.html	(from )
10:39:18	112/112	---M-Z	200	added ('OK')	text/plain	date:Mon,%2016%20Jan%202017%2016:49:38%20GMT	https://www.nintendo.co.jp/robots.txt		(from )
10:39:18	3109/3109	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/css/style.css	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/css/style.css	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:18	1082/1082	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/js/rollover.js	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/js/rollover.js	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:19	2774/2774	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/js/popup.js	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/js/popup.js	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:20	7901/7901	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/index.html	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:21	2645/2645	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/btn_taioukisyu_ov.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/btn_taioukisyu_ov.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:22	1131/1131	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/btn_what_ov.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/btn_what_ov.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:22	36127/36127	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img2/topanime.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img2/topanime.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:23	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/spacer.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/spacer.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:24	564/564	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img2/topics_top.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img2/topics_top.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:24	48/48	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img2/topics_side.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img2/topics_side.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:25	186/186	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img2/topics_icon.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img2/topics_icon.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:27	10255/10255	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/topics/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/topics/index.html	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:28	361/361	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img2/topics_btm.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img2/topics_btm.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:29	5414/5414	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:38%20GMT	https://www.nintendo.co.jp/n08/brij/what/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/what/index.html	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:30	1131/1131	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/btn_what.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/btn_what.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:30	15425/15425	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:33%20GMT	https://www.nintendo.co.jp/n08/brij/40kinds/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/40kinds/index.html	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:31	1850/1850	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/btn_40kinds_ov.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/btn_40kinds_ov.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:32	1850/1850	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/btn_40kinds.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/btn_40kinds.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:32	16303/16303	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:36%20GMT	https://www.nintendo.co.jp/n08/brij/omake/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/omake/index.html	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:33	1582/1582	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/btn_omake_ov.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/btn_omake_ov.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:35	1592/1592	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/btn_omake.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/btn_omake.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:36	882/882	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/movie_btm.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/movie_btm.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:37	22080/22080	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/gamen.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/gamen.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:38	598/598	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/img/maru_c.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/img/maru_c.gif	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:39	6207/6207	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:34%20GMT	https://www.nintendo.co.jp/n08/brij/chara/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/chara/index.html	(from https://www.nintendo.co.jp/n08/brij/index.html)
10:39:39	3758/3758	---M-Z	200	added ('OK')	text/html	date:Mon,%2016%20Jan%202017%2016:33:37%20GMT	https://www.nintendo.co.jp/n08/brij/taioukisyu/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/taioukisyu/index.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:40	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/kouryak/index.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/kouryak/index.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:40	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/stage01_1.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/stage01_1.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:40	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/stage01_2.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/stage01_2.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:41	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/stage01_3.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/stage01_3.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:41	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/stage01_4.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/stage01_4.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:41	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/stage01_5.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/stage01_5.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:43	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/tm_01.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/tm_01.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:43	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/tm_02.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/tm_02.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:43	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/tm_03.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/tm_03.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:44	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/tm_04.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/tm_04.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:44	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/tm_05.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/tm_05.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:45	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/tm_06.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/tm_06.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:45	4509/4509	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202019%2003:20:11%20GMT	https://www.nintendo.co.jp/n08/brij/tm_07.html	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/tm_07.html	(from https://www.nintendo.co.jp/n08/brij/js/popup.js)
10:39:46	6551/6551	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/img/mi_01.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/img/mi_01.gif	(from https://www.nintendo.co.jp/n08/brij/diagnosis/index.html)
10:39:46	69/69	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/img/waku_l.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/img/waku_l.gif	(from https://www.nintendo.co.jp/n08/brij/diagnosis/index.html)
10:39:47	21125/21125	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/img/yesno.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/img/yesno.gif	(from https://www.nintendo.co.jp/n08/brij/diagnosis/index.html)
10:39:48	69/69	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/img/waku_r.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/img/waku_r.gif	(from https://www.nintendo.co.jp/n08/brij/diagnosis/index.html)
10:39:48	455/455	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Jan%202017%2016:33:35%20GMT	https://www.nintendo.co.jp/n08/brij/diagnosis/img/newwin_btm.gif	C:/Users/Itai/Desktop/rhythm%20tengoku%20website/rhythm%20tengoku%20website/www.nintendo.co.jp/n08/brij/diagnosis/img/newwin_btm.gif	(from https://www.nintendo.co.jp/n08/brij/diagnosis/index.html)
